PB_TCV_451045
11520
CV2 4.380999900282183 1.4800000120543044 4.354999841639146
CV1 4.439999915540972 1.5909999538801711 4.443999589869127
CDV1 4.579999782026568 1.565000050201277 4.49399978060399
CDV2 4.633999682844439 1.572000019683699 4.616999925562486
CT 4.436999571435349 1.714000013345693 4.362000004599753
CDT 4.534999621026413 1.7180000810565694 4.2449999016029265
CDT 4.52699972402324 1.7000000743808492 4.1149997871620085
CT 4.642999899499314 1.7120000390948995 4.021999852011862
CV2 4.688000110270647 1.581999959373037 3.956999971793793
CV1 4.807999995829729 1.6209999937053123 3.8829998516308293
CDV1 4.789999869944719 1.6209999937053123 3.7279998802410588
CDV2 4.8649996792098555 1.6879999059672752 3.650000049995087
CT 4.895000118595039 1.5079999975482714 3.91399999299293
CDT 5.044000286441719 1.5010000280658495 3.8779999796414897
CDT 5.140999931674873 1.447000008038689 3.9590000692868754
CT 5.289000172000801 1.4550000242511523 3.9469999853635356
CV2 5.3479998489107805 1.3179999529755628 3.97200001411816
CV1 5.492999829837294 1.2879999815857923 3.9510001056708943
CDV1 5.571999826022597 1.366999977771095 4.051000248722041
CDV2 5.6589997192110735 1.3279999434388197 4.147999893955196
CT 5.5269997119903564 1.1430000417936679 3.9619998703083676
CDT 5.6519997119903564 1.1040000074613925 3.887999988563983
CDT 5.761999845504761 1.0760000103224154 3.9609999427876157
CT 5.886999845504761 1.0180000417936679 3.9100000629505796
CT 6.006000146722684 1.1120000212694832 3.880000128889193
CDT 6.106999978876004 1.062000068953199 3.7899999763013024
CDT 6.24200020775784 1.0710000126864143 3.818000092649569
CT 6.3500000093935824 1.0380000203158088 3.7209999705792565
CV2 6.424999954343803 1.1619999653588895 3.6729999792511485
CV1 6.516999961973197 1.1369999892007474 3.5569998037750743
CDV1 6.622999908567436 1.2380000597726468 3.5589998972351573
CDV2 6.739999534727104 1.232000017810977 3.5019999754364513
CT 6.4380003398474805 1.1240000046477254 3.4269999510427556
CDT 6.376000065189277 1.2589999951109823 3.388999844231232
CDT 6.4340001529273145 1.3760000981078084 3.3759998327871403
CT 6.3709999507483595 1.5130000628218587 3.34599986139737
CT 6.219000076203888 1.5230000450582377 3.342000040536906
CDT 6.178000186830109 1.6640000774831645 3.3599999280033366
CDT 6.258000110536163 1.7680000498266093 3.325000080591227
CT 6.237000202088898 1.913000030753123 3.335000071054484
CT 6.092999998981727 1.9479999995959771 3.3890000192501804
CDT 6.066000048572792 2.091000125480987 3.3870001642086764
CDT 6.164000098163856 2.1800001121295467 3.3729999868252536
CT 6.139999930317177 2.3269999480975643 3.3699999658444186
CT 6.159999709743584 2.3900001333908136 3.2310000349014967
CDT 6.308999877590264 2.3889999674514826 3.1900001455277174
CDT 6.408999782222832 2.3250000761703546 3.2540000368088453
CT 6.558999877590264 2.3380000876144464 3.224000065419075
CV2 6.586999906429056 2.4180000201842846 3.096999845935476
CV1 6.55399991405845 2.5630000011107983 3.107000074817312
CDV1 6.618000043758157 2.640000142254597 2.9999999622837428
CDV2 6.684000028499368 2.589999951519734 2.9030000786320094
CV2 6.613999990107683 2.594000097488428 3.2479998748401013
CV1 6.589000371577409 2.7320001089325197 3.2980000655749646
CDV1 6.4420000587722335 2.7550001108398683 3.329999892006239
CDV2 6.372000363948015 2.8589999639740236 3.282000033150038
CT 6.6799999720456285 2.769999861717224 3.4089998400159325
CDT 6.685000086486546 2.9209998846054077 3.447999874348208
CDT 6.669000292480199 2.9839998483657837 3.566999832386538
CT 6.704000139892308 3.1349998712539673 3.578999916309878
CC 6.735000253111567 3.184999872953557 3.720999923611343
CDC 6.7380000356738226 3.3319999473401536 3.713000026608169
CDC 6.696000218779291 3.428999830991887 3.7989999922758937
CC 6.649000287443842 3.3989998596021165 3.9360000761992335
CV2 6.683999803709241 3.5309998487514704 4.008999704926763
CV1 6.594999578642103 3.6440000032467097 3.9749997850354055
CDV1 6.53999975030348 3.690999934582159 4.110000013917242
CDV2 6.411999967741224 3.7069999670070857 4.12599980792359
CT 6.675000295495877 3.757999894997693 3.9080000417318725
CDT 6.787000284051786 3.8080000857325564 3.997999955901184
CDT 6.7940002535342074 3.9349999407740603 4.020999957808533
CT 6.9130002115725375 3.9820001105280887 4.0990000264730835
CV2 7.002999624838925 4.060999811299496 4.011000123882949
CV1 6.939999899497128 4.177999914296322 3.9419998797423244
CDV1 6.9479997965003015 4.2959999448139 4.039000001812637
CDV2 6.855999788870907 4.360000074513607 4.1149997385985255
CT 6.996000051498413 4.221000037989849 3.805000004931102
CDT 7.118000268936157 4.2949999197342335 3.8299998618799544
CDT 7.232000112533569 4.252999626002544 3.7829999305445052
CT 7.3540003299713135 4.334999881587261 3.808000025911937
CT 7.437999988645966 4.241999886616495 3.900999993991633
CDT 7.5599997292465515 4.317999623402383 3.9530000397680003
CDT 7.550999904722626 4.4169996005142 4.039000005435725
CT 7.652999664396698 4.503999970539835 4.104999990176936
CT 7.618999799495176 4.665000029695569 4.117999871974424
CDT 7.517000039821104 4.691999980104504 4.216999849086241
CDT 7.383999665980772 4.69600016702467 4.208000024562315
CT 7.308999856715635 4.731999941957532 4.333999952083067
CV2 7.225999642686097 4.60200037456763 4.356000143651434
CV1 7.147999574021546 4.557000298273684 4.242000300054022
CDV1 6.999999810532777 4.594000000727298 4.246000010137029
CDV2 6.938000012711732 4.68500008083594 4.321000296239324
CC 7.145000188852973 4.410999977252791 4.239999747440271
CDC 7.282000272776313 4.367000305316756 4.234000182315759
CDC 7.330000131632514 4.276000225208113 4.30499980466073
CC 7.263000219370551 4.178000175617049 4.400000071689538
CT 7.307000067489154 4.039000129065887 4.372000359117231
CDT 7.193999674575336 3.977000092826263 4.445000313340864
CDT 7.130999949233539 3.864000176749603 4.427000187455854
CT 7.0289997127223085 3.794000005088226 4.505000256120405
CV2 6.899000208000367 3.769000056618938 4.42800016194452
CV1 6.826000253776734 3.6770000489895436 4.521000097094666
CDV1 6.7550001545946055 3.769000056618938 4.619000146685731
CDV2 6.785999815086549 3.760999921197185 4.752000043688905
CV2 6.750000068618288 3.586999931314645 4.440000175654002
CV1 6.718999931289186 3.463000097253976 4.513000129877635
CDV1 6.671999999953737 3.3599999332219936 4.4120002977243145
